INFO 06-25 10:01:05 llm_engine.py:337] # GPU blocks: 27885, # CPU blocks: 2048
[2024-06-25 10:10:29,302][root][INFO] - 0.007473524167327383
[2024-06-25 10:10:29,302][root][INFO] - 0.02842567678450414
[2024-06-25 10:10:29,302][root][INFO] - 0.05850180950828121
[2024-06-25 10:10:29,303][root][INFO] - 0.0375093287604662
[2024-06-25 10:10:29,303][root][INFO] - 3.791720490409212e-05
[2024-06-25 10:10:29,303][root][INFO] - 0.00018730236726982596
[2024-06-25 10:10:29,303][root][INFO] - 0.0005376052448335944
[2024-06-25 10:10:29,303][root][INFO] - 0.0007338995021886063
[2024-06-25 10:10:29,303][root][INFO] - 0.0009584294011633077
[2024-06-25 10:10:29,303][root][INFO] - 0.000818877284588293
[2024-06-25 10:10:29,303][root][INFO] - 0.0022003654494187064
[2024-06-25 10:10:29,304][root][INFO] - 0.0016775497650316495
[2024-06-25 10:10:29,304][root][INFO] - 0.004628870964322296
[2024-06-25 10:10:29,304][root][INFO] - 0.0016860135458500736
[2024-06-25 10:10:29,304][root][INFO] - 0.0017403272009794968
[2024-06-25 10:10:29,304][root][INFO] - 0.0007926920518088743
[2024-06-25 10:10:29,304][root][INFO] - 0.004849378772786572
[2024-06-25 10:10:29,304][root][INFO] - 0.009005319352578978
[2024-06-25 10:10:29,304][root][INFO] - 0.0021584815600741436
[2024-06-25 10:10:29,305][root][INFO] - 0.005463247833604967
[2024-06-25 10:10:29,305][root][INFO] - 0.004769104591948681
[2024-06-25 10:10:29,305][root][INFO] - 0.01301760198394164
[2024-06-25 10:10:29,305][root][INFO] - 0.02323727347773108
[2024-06-25 10:10:29,305][root][INFO] - 0.012938362761285571
[2024-06-25 10:10:29,305][root][INFO] - 0.0008923172332471196
[2024-06-25 10:10:29,305][root][INFO] - 0.001442993297008588
[2024-06-25 10:10:29,305][root][INFO] - 0.00080123074632521
[2024-06-25 10:10:29,305][root][INFO] - 0.008548495116293076
[2024-06-25 10:10:29,306][root][INFO] - 0.00012248546030413365
[2024-06-25 10:10:29,306][root][INFO] - 0.001824650394209204
[2024-06-25 10:10:29,306][root][INFO] - 0.00022181741405957744
[2024-06-25 10:10:29,306][root][INFO] - 0.0006971063246625775
[2024-06-25 10:10:29,306][root][INFO] - 0.04264127232251713
[2024-06-25 10:10:29,306][root][INFO] - 0.0018513239188595598
[2024-06-25 10:10:29,306][root][INFO] - 0.0013722097304200709
[2024-06-25 10:10:29,306][root][INFO] - 0.0007606199725684881
[2024-06-25 10:10:29,307][root][INFO] - 0.006326679368453103
[2024-06-25 10:10:29,307][root][INFO] - 0.011499489118766526
[2024-06-25 10:10:29,307][root][INFO] - 0.0013814771465350262
[2024-06-25 10:10:29,307][root][INFO] - 0.01799368365265641
[2024-06-25 10:10:29,307][root][INFO] - 0.021577770454185963
[2024-06-25 10:10:29,307][root][INFO] - 0.0026870822046523024
[2024-06-25 10:10:29,307][root][INFO] - 0.003085149697201084
[2024-06-25 10:10:29,307][root][INFO] - 0.008512178536109971
[2024-06-25 10:10:29,308][root][INFO] - 0.0025124173288040286
[2024-06-25 10:10:29,308][root][INFO] - 2.8824292711782107e-05
[2024-06-25 10:10:29,308][root][INFO] - 0.0002136594646064971
[2024-06-25 10:10:29,308][root][INFO] - 0.0004946323887524695
[2024-06-25 10:10:29,308][root][INFO] - 0.0004160290519874543
[2024-06-25 10:10:29,308][root][INFO] - 0.0004951092577099026
[2024-06-25 10:10:29,308][root][INFO] - 0.00025732853802096223
[2024-06-25 10:10:29,308][root][INFO] - 0.0006927345742504532
[2024-06-25 10:10:29,308][root][INFO] - 4.0446472699962044e-05
[2024-06-25 10:10:29,309][root][INFO] - 0.00023972277974282363
[2024-06-25 10:10:29,309][root][INFO] - 0.0010861603585301527
[2024-06-25 10:10:29,309][root][INFO] - 0.0008983104540711828
[2024-06-25 10:10:29,309][root][INFO] - 0.0009106684262116804
[2024-06-25 10:10:29,309][root][INFO] - 0.00023175491312898977
[2024-06-25 10:10:29,309][root][INFO] - 0.0003774281437296523
[2024-06-25 10:10:29,309][root][INFO] - 0.028143506387416473
[2024-06-25 10:10:29,309][root][INFO] - 0.014322377811275988
[2024-06-25 10:10:29,310][root][INFO] - 0.007987079876573544
[2024-06-25 10:10:29,310][root][INFO] - 0.03815256740676265
[2024-06-25 10:10:29,310][root][INFO] - 0.07744650084382743
[2024-06-25 10:10:29,310][root][INFO] - 0.00020206334716377228
[2024-06-25 10:10:29,310][root][INFO] - 0.00020130609522239773
[2024-06-25 10:10:29,310][root][INFO] - 0.00027023390891955934
[2024-06-25 10:10:29,310][root][INFO] - 0.00018122756921234995
[2024-06-25 10:10:29,310][root][INFO] - 0.00040880948898669445
[2024-06-25 10:10:29,310][root][INFO] - 0.003398579340784025
[2024-06-25 10:10:29,311][root][INFO] - 0.0009614489523903647
[2024-06-25 10:10:29,311][root][INFO] - 0.0009146175230254627
[2024-06-25 10:10:29,311][root][INFO] - 0.0016401760090949402
[2024-06-25 10:10:29,311][root][INFO] - 0.012835249601495846
[2024-06-25 10:10:29,311][root][INFO] - 0.00782707605406574
[2024-06-25 10:10:29,311][root][INFO] - 0.0013240062578399048
[2024-06-25 10:10:29,311][root][INFO] - 0.0008386099018988791
[2024-06-25 10:10:29,311][root][INFO] - 0.012143380795507142
[2024-06-25 10:10:29,312][root][INFO] - 0.04156050187767946
[2024-06-25 10:10:29,312][root][INFO] - 0.010104125289731591
[2024-06-25 10:10:29,312][root][INFO] - 0.0050624714079878785
[2024-06-25 10:10:29,312][root][INFO] - 0.016236118680810208
[2024-06-25 10:10:29,312][root][INFO] - 0.01619514844526937
[2024-06-25 10:10:29,312][root][INFO] - 0.004948252395816866
[2024-06-25 10:10:29,312][root][INFO] - 0.00027257639715005944
[2024-06-25 10:10:29,312][root][INFO] - 0.00012883651682016328
[2024-06-25 10:10:29,313][root][INFO] - 6.526571546316973e-06
[2024-06-25 10:10:29,313][root][INFO] - 0.0004994416762478249
[2024-06-25 10:10:29,313][root][INFO] - 3.863987369179256e-06
[2024-06-25 10:10:29,313][root][INFO] - 0.0008216593018686158
[2024-06-25 10:10:29,313][root][INFO] - 0.0013318055589681688
[2024-06-25 10:10:29,313][root][INFO] - 0.014997647223534472
[2024-06-25 10:10:29,313][root][INFO] - 0.0035416676700055216
[2024-06-25 10:10:29,313][root][INFO] - 0.002256469953674012
[2024-06-25 10:10:29,313][root][INFO] - 0.0019231925282767737
[2024-06-25 10:10:29,314][root][INFO] - 0.0015150848193572486
[2024-06-25 10:10:29,314][root][INFO] - 0.003131182916412012
[2024-06-25 10:10:29,314][root][INFO] - 0.003438610546021348
[2024-06-25 10:10:29,314][root][INFO] - 0.0007160203287164268
[2024-06-25 10:10:29,314][root][INFO] - 0.013020304742602518
[2024-06-25 10:10:29,314][root][INFO] - 0.011232188816094002
[2024-06-25 10:10:29,314][root][INFO] - 0.020232738207067502
[2024-06-25 10:10:29,314][root][INFO] - 0.005960634522890862
[2024-06-25 10:10:29,315][root][INFO] - 0.02082064365609182
[2024-06-25 10:10:29,315][root][INFO] - 0.0006011020979519444
[2024-06-25 10:10:29,315][root][INFO] - 0.005632073577168217
[2024-06-25 10:10:29,315][root][INFO] - 0.001140393843838794
[2024-06-25 10:10:29,315][root][INFO] - 0.00045872537611924
[2024-06-25 10:10:29,315][root][INFO] - 0.002291063129874704
[2024-06-25 10:10:29,315][root][INFO] - 0.003010408420795807
[2024-06-25 10:10:29,315][root][INFO] - 0.0010820319765434405
[2024-06-25 10:10:29,315][root][INFO] - 0.006210303617058877
[2024-06-25 10:10:29,316][root][INFO] - 0.00809555820617991
[2024-06-25 10:10:29,316][root][INFO] - 0.0026490748586920354
[2024-06-25 10:10:29,316][root][INFO] - 0.0019801178110989692
[2024-06-25 10:10:29,316][root][INFO] - 0.00346476208349622
[2024-06-25 10:10:29,316][root][INFO] - 0.004651986241857253
[2024-06-25 10:10:29,316][root][INFO] - 0.0021987797504843254
[2024-06-25 10:10:29,316][root][INFO] - 0.001737703875807517
[2024-06-25 10:10:29,316][root][INFO] - 0.06061394884231808
[2024-06-25 10:10:29,317][root][INFO] - 0.014160164251728835
[2024-06-25 10:10:29,317][root][INFO] - 0.018087111580168402
[2024-06-25 10:10:29,317][root][INFO] - 0.012960475975300145
[2024-06-25 10:10:29,317][root][INFO] - 0.015548415263950899
[2024-06-25 10:10:29,317][root][INFO] - 0.0006540140732806954
[2024-06-25 10:10:29,317][root][INFO] - 0.00019788222268068978
[2024-06-25 10:10:29,317][root][INFO] - 7.796087586542377e-05
[2024-06-25 10:10:29,317][root][INFO] - 0.00035207998927688777
[2024-06-25 10:10:29,317][root][INFO] - 9.057811729351606e-05
[2024-06-25 10:10:29,318][root][INFO] - 0.005453339523469269
[2024-06-25 10:10:29,318][root][INFO] - 0.0021478256189557676
[2024-06-25 10:10:29,318][root][INFO] - 0.003161479967006109
[2024-06-25 10:10:29,318][root][INFO] - 0.0011700236333478387
[2024-06-25 10:10:29,318][root][INFO] - 0.0021857689998434626
[2024-06-25 10:10:29,318][root][INFO] - 0.01187319787400698
[2024-06-25 10:10:29,318][root][INFO] - 0.0008718444675346326
[2024-06-25 10:10:29,318][root][INFO] - 0.00022380046491266015
[2024-06-25 10:10:29,319][root][INFO] - 0.0017952645034164938
[2024-06-25 10:10:29,319][root][INFO] - 0.0007797543440817289
[2024-06-25 10:10:29,319][root][INFO] - 0.006464840375447256
[2024-06-25 10:10:29,319][root][INFO] - 0.0020729328111603884
[2024-06-25 10:10:29,319][root][INFO] - 0.009609144585986718
[2024-06-25 10:10:29,319][root][INFO] - 0.027824479504204414
[2024-06-25 10:10:29,319][root][INFO] - 0.009475854141702378
[2024-06-25 10:10:29,319][root][INFO] - 0.00034475117189614046
[2024-06-25 10:10:29,320][root][INFO] - 0.00011036177931966762
[2024-06-25 10:10:29,320][root][INFO] - 0.0001698215182923679
[2024-06-25 10:10:29,320][root][INFO] - 0.000831119244782963
[2024-06-25 10:10:29,320][root][INFO] - 1.2663254627565124e-05
[2024-06-25 10:10:29,320][root][INFO] - 0.0025169681119421305
[2024-06-25 10:10:29,320][root][INFO] - 0.004235063862639832
[2024-06-25 10:10:29,320][root][INFO] - 0.0006409162488640874
[2024-06-25 10:10:29,320][root][INFO] - 0.0008689087012063723
[2024-06-25 10:10:29,320][root][INFO] - 0.0031536782140271225
[2024-06-25 10:10:29,321][root][INFO] - 0.0015843808443012364
[2024-06-25 10:10:29,321][root][INFO] - 0.0037382167811774725
[2024-06-25 10:10:29,321][root][INFO] - 0.001094658815123939
[2024-06-25 10:10:29,321][root][INFO] - 0.0022462556726554617
[2024-06-25 10:10:29,321][root][INFO] - 0.0004938846322775081
[2024-06-25 10:10:29,321][root][INFO] - 0.039010250858026785
[2024-06-25 10:10:29,321][root][INFO] - 0.02965526750898495
[2024-06-25 10:10:29,321][root][INFO] - 0.060870261802472125
[2024-06-25 10:10:29,322][root][INFO] - 0.12152593518302046
[2024-06-25 10:10:29,322][root][INFO] - 0.024010073623100592
[2024-06-25 10:10:29,322][root][INFO] - 0.0013712241509056255
[2024-06-25 10:10:29,322][root][INFO] - 0.0016125009521414935
[2024-06-25 10:10:29,322][root][INFO] - 0.003163859165406402
[2024-06-25 10:10:29,322][root][INFO] - 0.0015305409349066768
[2024-06-25 10:10:29,322][root][INFO] - 0.0015366849293156903
[2024-06-25 10:10:29,322][root][INFO] - 0.0019960891617436527
[2024-06-25 10:10:29,322][root][INFO] - 0.0014860940081340424
[2024-06-25 10:10:29,323][root][INFO] - 0.005588113665077943
[2024-06-25 10:10:29,323][root][INFO] - 0.005160411070886939
[2024-06-25 10:10:29,323][root][INFO] - 0.0022041102555911962
[2024-06-25 10:10:29,323][root][INFO] - 0.008599766408912135
[2024-06-25 10:10:29,323][root][INFO] - 0.0027321570822043117
[2024-06-25 10:10:29,323][root][INFO] - 0.009466924679201405
[2024-06-25 10:10:29,323][root][INFO] - 0.0029967914329471768
[2024-06-25 10:10:29,323][root][INFO] - 0.0012303643233742
[2024-06-25 10:10:29,324][root][INFO] - 0.052660312133439025
[2024-06-25 10:10:29,324][root][INFO] - 0.020592473820139734
[2024-06-25 10:10:29,324][root][INFO] - 0.009501330377786665
[2024-06-25 10:10:29,324][root][INFO] - 0.005952376673456383
[2024-06-25 10:10:29,324][root][INFO] - 0.003309028960592375
[2024-06-25 10:10:29,324][root][INFO] - 0.0028255462828363775
[2024-06-25 10:10:29,324][root][INFO] - 0.000192421411211674
[2024-06-25 10:10:29,324][root][INFO] - 0.0008216948164796456
[2024-06-25 10:10:29,324][root][INFO] - 0.0004935131353467348
[2024-06-25 10:10:29,325][root][INFO] - 0.0012335427147029954
[2024-06-25 10:10:29,325][root][INFO] - 0.0035981611434561245
[2024-06-25 10:10:29,325][root][INFO] - 0.0010093690956822776
[2024-06-25 10:10:29,325][root][INFO] - 3.845220975895458e-05
[2024-06-25 10:10:29,325][root][INFO] - 0.0030474313382904406
[2024-06-25 10:10:29,325][root][INFO] - 0.0008897075125315901
[2024-06-25 10:10:29,325][root][INFO] - 0.012661432890683555
[2024-06-25 10:10:29,325][root][INFO] - 0.0011872622810003008
[2024-06-25 10:10:29,326][root][INFO] - 0.0017683643437331753
[2024-06-25 10:10:29,326][root][INFO] - 0.0028872397781982695
[2024-06-25 10:10:29,326][root][INFO] - 0.0016869890265343024
[2024-06-25 10:10:29,326][root][INFO] - 0.014991632063465321
[2024-06-25 10:10:29,326][root][INFO] - 0.019454039617855967
[2024-06-25 10:10:29,326][root][INFO] - 0.02072207192208886
[2024-06-25 10:10:29,326][root][INFO] - 0.041720349408263635
[2024-06-25 10:10:29,326][root][INFO] - 0.025878947532610885
[2024-06-25 10:10:29,327][root][INFO] - 5.309587460367027e-06
[2024-06-25 10:10:29,327][root][INFO] - 4.790258578690754e-06
[2024-06-25 10:10:29,327][root][INFO] - 6.678466242693304e-06
[2024-06-25 10:10:29,327][root][INFO] - 8.217634422269526e-06
[2024-06-25 10:10:29,327][root][INFO] - 4.461293803714739e-06
[2024-06-25 10:10:29,327][root][INFO] - 0.00496413625058123
[2024-06-25 10:10:29,327][root][INFO] - 0.0005814140972786319
[2024-06-25 10:10:29,327][root][INFO] - 0.010808495020051545
[2024-06-25 10:10:29,327][root][INFO] - 0.006809784461305313
[2024-06-25 10:10:29,328][root][INFO] - 0.005936471240811203
[2024-06-25 10:10:29,328][root][INFO] - 0.0022993461476079613
[2024-06-25 10:10:29,328][root][INFO] - 0.0003221230701200284
[2024-06-25 10:10:29,328][root][INFO] - 0.0037460016001700236
[2024-06-25 10:10:29,328][root][INFO] - 0.004168708306256708
[2024-06-25 10:10:29,328][root][INFO] - 0.004555213181560491
[2024-06-25 10:10:29,328][root][INFO] - 0.013423791523483164
[2024-06-25 10:10:29,328][root][INFO] - 0.009445541971317528
[2024-06-25 10:10:29,329][root][INFO] - 0.02704211497640774
[2024-06-25 10:10:29,329][root][INFO] - 0.00994654378395965
[2024-06-25 10:10:29,329][root][INFO] - 0.0184844368046726
[2024-06-25 10:10:29,329][root][INFO] - 0.0005145254431258017
[2024-06-25 10:10:29,329][root][INFO] - 0.00012078600805698336
[2024-06-25 10:10:29,329][root][INFO] - 8.99197197723467e-05
[2024-06-25 10:10:29,329][root][INFO] - 0.00036545973115664765
[2024-06-25 10:10:29,329][root][INFO] - 0.000844842744248897
[2024-06-25 10:10:29,329][root][INFO] - 0.0005844722696732862
[2024-06-25 10:10:29,330][root][INFO] - 0.0008443087508194225
[2024-06-25 10:10:29,330][root][INFO] - 0.0007157576424232648
[2024-06-25 10:10:29,330][root][INFO] - 0.0008013194306906168
[2024-06-25 10:10:29,330][root][INFO] - 0.0005290203058263554
[2024-06-25 10:10:29,330][root][INFO] - 0.0016409125540635117
[2024-06-25 10:10:29,330][root][INFO] - 0.0013167389442139132
[2024-06-25 10:10:29,330][root][INFO] - 0.004275148781957672
[2024-06-25 10:10:29,330][root][INFO] - 0.002833276431798648
[2024-06-25 10:10:29,331][root][INFO] - 0.0026767141361982993
[2024-06-25 10:10:29,331][root][INFO] - 0.004990396945980358
[2024-06-25 10:10:29,331][root][INFO] - 0.0048616485578043545
[2024-06-25 10:10:29,331][root][INFO] - 0.0002659953434633877
[2024-06-25 10:10:29,331][root][INFO] - 0.012702758718313945
[2024-06-25 10:10:29,331][root][INFO] - 0.0038452701160180958
[2024-06-25 10:10:29,331][root][INFO] - 0.0008595525044783336
[2024-06-25 10:10:29,331][root][INFO] - 0.0030007601419184127
[2024-06-25 10:10:29,332][root][INFO] - 0.0009664686780441745
[2024-06-25 10:10:29,332][root][INFO] - 0.0019854613272209942
[2024-06-25 10:10:29,332][root][INFO] - 0.001777633704641346
[2024-06-25 10:10:29,332][root][INFO] - 0.004971009076482069
[2024-06-25 10:10:29,332][root][INFO] - 0.0036813559727624234
[2024-06-25 10:10:29,332][root][INFO] - 0.005476108115872735
[2024-06-25 10:10:29,332][root][INFO] - 0.004511721620386044
[2024-06-25 10:10:29,332][root][INFO] - 0.0018672660832221855
[2024-06-25 10:10:29,332][root][INFO] - 0.006283406889284526
[2024-06-25 10:10:29,333][root][INFO] - 0.0019392912469333723
[2024-06-25 10:10:29,333][root][INFO] - 0.008459016763623817
[2024-06-25 10:10:29,333][root][INFO] - 0.0003328995512275057
[2024-06-25 10:10:29,333][root][INFO] - 0.005248354340236849
[2024-06-25 10:10:29,333][root][INFO] - 0.0031010035860916663
[2024-06-25 10:10:29,333][root][INFO] - 0.007196205178704673
[2024-06-25 10:10:29,333][root][INFO] - 0.007251896681986558
[2024-06-25 10:10:29,333][root][INFO] - 0.01492488847689799
[2024-06-25 10:10:29,333][root][INFO] - 0.015317953154702746
[2024-06-25 10:10:29,334][root][INFO] - 0.00016056656048490936
[2024-06-25 10:10:29,334][root][INFO] - 9.97604757269066e-05
[2024-06-25 10:10:29,334][root][INFO] - 5.2097006079998565e-05
[2024-06-25 10:10:29,334][root][INFO] - 0.0014272122174734392
[2024-06-25 10:10:29,334][root][INFO] - 0.0020895796096049857
[2024-06-25 10:10:29,334][root][INFO] - 8.18683503907014e-05
[2024-06-25 10:10:29,334][root][INFO] - 0.0004909756582636149
[2024-06-25 10:10:29,334][root][INFO] - 1.0219775035125167e-06
[2024-06-25 10:10:29,335][root][INFO] - 0.0005428561090996542
[2024-06-25 10:10:29,335][root][INFO] - 0.00041500789894022283
[2024-06-25 10:10:29,335][root][INFO] - 0.0013566959182751415
[2024-06-25 10:10:29,335][root][INFO] - 0.0020032975412727083
[2024-06-25 10:10:29,335][root][INFO] - 0.02190257085469849
[2024-06-25 10:10:29,335][root][INFO] - 0.0014015003390142056
[2024-06-25 10:10:29,335][root][INFO] - 0.008057812426566002
[2024-06-25 10:10:29,335][root][INFO] - 0.014767916139126536
[2024-06-25 10:10:29,336][root][INFO] - 0.07308425989836342
[2024-06-25 10:10:29,336][root][INFO] - 0.017966620647652753
[2024-06-25 10:10:29,336][root][INFO] - 0.01905062548184855
[2024-06-25 10:10:29,336][root][INFO] - 0.018432120311563605
[2024-06-25 10:10:29,336][root][INFO] - 0.00018417999078601532
[2024-06-25 10:10:29,336][root][INFO] - 0.0012396750336363116
[2024-06-25 10:10:29,336][root][INFO] - 0.0011688352897625265
[2024-06-25 10:10:29,336][root][INFO] - 3.097300699295147e-05
[2024-06-25 10:10:29,336][root][INFO] - 3.7658373745141915e-05
[2024-06-25 10:10:29,337][root][INFO] - 0.0008190882480016981
[2024-06-25 10:10:29,337][root][INFO] - 0.01584018756933414
[2024-06-25 10:10:29,337][root][INFO] - 0.0025210099432251276
[2024-06-25 10:10:29,337][root][INFO] - 0.0021433655548976915
[2024-06-25 10:10:29,337][root][INFO] - 0.0021812740067224112
[2024-06-25 10:10:29,337][root][INFO] - 0.0011952799830345917
[2024-06-25 10:10:29,337][root][INFO] - 0.019938754643128664
[2024-06-25 10:10:29,337][root][INFO] - 0.001623209383162738
[2024-06-25 10:10:29,338][root][INFO] - 0.0010628406641828292
[2024-06-25 10:10:29,338][root][INFO] - 0.0023800421334816413
[2024-06-25 10:10:29,338][root][INFO] - 0.012317913512443601
[2024-06-25 10:10:29,338][root][INFO] - 0.01917108978110149
[2024-06-25 10:10:29,338][root][INFO] - 0.0010969315759670195
[2024-06-25 10:10:29,338][root][INFO] - 0.01329773276272106
[2024-06-25 10:10:29,338][root][INFO] - 0.025664553257161993
[2024-06-25 10:10:29,338][root][INFO] - 0.0007214427717525673
[2024-06-25 10:10:29,338][root][INFO] - 0.0012313471485163596
[2024-06-25 10:10:29,339][root][INFO] - 0.0017160242666465209
[2024-06-25 10:10:29,339][root][INFO] - 0.00018735216957299627
[2024-06-25 10:10:29,339][root][INFO] - 0.001054064098725549
[2024-06-25 10:10:29,339][root][INFO] - 0.00031290254949101204
[2024-06-25 10:10:29,339][root][INFO] - 0.0006142069539549766
[2024-06-25 10:10:29,339][root][INFO] - 0.0002953155204385993
[2024-06-25 10:10:29,339][root][INFO] - 0.00013570140269258957
[2024-06-25 10:10:29,339][root][INFO] - 0.0013259452340170785
[2024-06-25 10:10:29,340][root][INFO] - 0.0011890176895461568
[2024-06-25 10:10:29,340][root][INFO] - 0.0014576206097516309
[2024-06-25 10:10:29,340][root][INFO] - 0.0016256868173536443
[2024-06-25 10:10:29,340][root][INFO] - 0.00045954277667137333
[2024-06-25 10:10:29,340][root][INFO] - 0.0015093325057469187
[2024-06-25 10:10:29,340][root][INFO] - 0.006330365880739874
[2024-06-25 10:10:29,340][root][INFO] - 0.03378472620114281
[2024-06-25 10:10:29,340][root][INFO] - 0.02231733115881851
